prior_tag,method_key,method_label,family,parameter,n_runs,n_matrices,n_eligible,mean_final_regret,final_regret_mc_se,final_regret_ci95_low,final_regret_ci95_high,p90_final_regret,top1_accuracy,final_coverage,mean_selected_n,paired_n,paired_mean_final_delta,paired_mc_se,paired_ci95_low,paired_ci95_high
dataset,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,100,5,100,0.0008500000000000007,0.0004724570478488626,0.0,0.0019100000000000018,0.0,0.97,1.0,990.56,100,0.0,0.0,0.0,0.0
dataset,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,997.56,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
dataset,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,997.56,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
dataset,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,997.56,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
dataset,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,997.56,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
dataset,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
dataset,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
dataset,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
dataset,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
dataset,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
dataset,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,100,5,100,0.00043000000000000037,0.0002879675379324952,0.0,0.0010800000000000009,0.0,0.98,1.0,1000.0,100,-0.0004200000000000004,0.0004060013047509328,-0.0012600000000000011,0.0
