scope,prior,budget_fraction,n_subjects,n_seed_blocks,posterior_mean,lcb_mean,posterior_p90,lcb_p90,posterior_ci95_low,posterior_ci95_high,lcb_ci95_low,lcb_ci95_high,paired_mean_delta,paired_ci95_low,paired_ci95_high,reduction_percent
mmlu_anatomy,default,0.01,1,20,4.370370370370376,4.296296296296301,7.777777777777783,7.777777777777783,3.1481481481481524,5.777777777777782,3.074074074074078,5.703703703703708,-0.07407407407407418,-0.18518518518518545,0.0,1.6949152542372936
mmlu_anatomy,default,0.02,1,20,4.370370370370376,4.296296296296301,7.777777777777783,7.777777777777783,3.1481481481481524,5.777777777777782,3.074074074074078,5.703703703703708,-0.07407407407407418,-0.18518518518518545,0.0,1.6949152542372936
mmlu_anatomy,default,0.05,1,20,3.8148148148148193,3.8518518518518556,5.407407407407417,5.407407407407417,2.8888888888888933,4.888888888888893,2.92592592592593,4.925925925925929,0.03703703703703709,0.0,0.11111111111111127,-0.9708737864077469
mmlu_anatomy,default,0.1,1,20,1.8148148148148178,1.7407407407407434,2.9629629629629672,2.9629629629629672,1.3333333333333353,2.2962962962962994,1.296296296296298,2.1851851851851882,-0.07407407407407418,-0.18518518518518545,0.0,4.081632653061236
mmlu_anatomy,dataset,0.01,1,20,3.777777777777782,3.4444444444444486,7.703703703703708,5.037037037037051,2.6666666666666705,5.148148148148152,2.407407407407411,4.777777777777781,-0.3333333333333332,-0.9629629629629627,0.07407407407407418,8.8235294117647
mmlu_anatomy,dataset,0.02,1,20,3.777777777777782,3.4444444444444486,7.703703703703708,5.037037037037051,2.6666666666666705,5.148148148148152,2.407407407407411,4.777777777777781,-0.3333333333333332,-0.9629629629629627,0.07407407407407418,8.8235294117647
mmlu_anatomy,dataset,0.05,1,20,3.185185185185189,3.1111111111111156,4.518518518518526,3.703703703703709,2.444444444444448,4.222222222222226,2.5555555555555594,3.92592592592593,-0.07407407407407411,-1.1111111111111112,0.7407407407407409,2.325581395348817
mmlu_anatomy,dataset,0.1,1,20,1.9259259259259287,1.8888888888888922,2.2962962962963007,2.9629629629629672,1.5185185185185206,2.407407407407411,1.5185185185185208,2.2222222222222254,-0.03703703703703707,-0.40740740740740794,0.25925925925925963,1.9230769230768943
mmlu_astronomy,default,0.01,1,20,1.8749999999999996,1.9736842105263155,2.6973684210526305,3.355263157894742,1.3815789473684208,2.368421052631578,1.4473684210526316,2.4999999999999996,0.09868421052631582,0.0,0.29605263157894746,-5.2631578947368505
mmlu_astronomy,default,0.02,1,20,1.8092105263157898,1.8092105263157898,2.631578947368418,2.631578947368418,1.3486842105263168,2.2368421052631584,1.3486842105263168,2.2368421052631584,0.0,0.0,0.0,0.0
mmlu_astronomy,default,0.05,1,20,0.8881578947368446,0.7565789473684237,2.0394736842105274,1.3815789473684257,0.4934210526315813,1.3157894736842128,0.46052631578947567,1.0526315789473717,-0.1315789473684209,-0.39473684210526383,0.13157894736842146,14.814814814814756
mmlu_astronomy,default,0.1,1,20,0.03289473684210564,0.03289473684210564,0.0,0.0,0.0,0.09868421052631693,0.0,0.09868421052631693,0.0,0.0,0.0,0.0
mmlu_astronomy,dataset,0.01,1,20,3.0263157894736863,3.059210526315792,3.289473684210531,3.289473684210531,2.828947368421053,3.2236842105263177,2.861842105263159,3.2245065789473606,0.03289473684210564,0.0,0.09868421052631693,-1.086956521739146
mmlu_astronomy,dataset,0.02,1,20,1.2171052631578978,1.2171052631578978,1.9736842105263164,1.9736842105263164,0.9539473684210553,1.4473684210526345,0.9539473684210553,1.4473684210526345,0.0,0.0,0.0,0.0
mmlu_astronomy,dataset,0.05,1,20,0.1973684210526333,0.1973684210526333,0.6578947368421129,0.6578947368421129,0.06578947368421129,0.36184210526316096,0.06578947368421129,0.36184210526316096,0.0,0.0,0.0,0.0
mmlu_astronomy,dataset,0.1,1,20,0.06578947368421129,0.06578947368421129,0.06578947368421222,0.06578947368421222,0.0,0.16447368421052821,0.0,0.16447368421052821,0.0,0.0,0.0,0.0
mmlu_business_ethics,default,0.01,1,20,1.450000000000001,1.450000000000001,2.100000000000003,2.100000000000003,1.0000000000000009,1.8500000000000016,1.0000000000000009,1.8500000000000016,0.0,0.0,0.0,0.0
mmlu_business_ethics,default,0.02,1,20,1.5500000000000012,1.5500000000000012,2.100000000000003,2.100000000000003,1.100000000000001,2.0000000000000018,1.100000000000001,2.0000000000000018,0.0,0.0,0.0,0.0
mmlu_business_ethics,default,0.05,1,20,1.500000000000001,1.500000000000001,2.100000000000003,2.100000000000003,1.100000000000001,1.9500000000000017,1.100000000000001,1.9500000000000017,0.0,0.0,0.0,0.0
mmlu_business_ethics,default,0.1,1,20,0.5500000000000004,0.5500000000000004,1.1000000000000023,1.1000000000000023,0.2500000000000002,0.8500000000000008,0.2500000000000002,0.8500000000000008,0.0,0.0,0.0,0.0
mmlu_business_ethics,dataset,0.01,1,20,0.7000000000000005,0.5500000000000005,2.100000000000003,1.1000000000000023,0.2500000000000002,1.250000000000001,0.20000000000000018,1.0000000000000009,-0.15000000000000013,-0.4500000000000004,0.0,21.428571428571416
mmlu_business_ethics,dataset,0.02,1,20,0.6000000000000005,0.6000000000000005,1.1000000000000023,1.1000000000000023,0.30000000000000027,0.9000000000000008,0.30000000000000027,0.9000000000000008,0.0,0.0,0.0,0.0
mmlu_business_ethics,dataset,0.05,1,20,0.6000000000000005,0.6000000000000005,1.1000000000000023,1.1000000000000023,0.30000000000000027,0.9000000000000008,0.30000000000000027,0.9000000000000008,0.0,0.0,0.0,0.0
mmlu_business_ethics,dataset,0.1,1,20,0.40000000000000036,0.40000000000000036,1.0000000000000009,1.0000000000000009,0.15000000000000013,0.6500000000000006,0.15000000000000013,0.6500000000000006,0.0,0.0,0.0,0.0
mmlu_clinical_knowledge,default,0.01,1,20,1.7924528301886788,1.773584905660377,2.6415094339622636,2.6415094339622636,1.5471698113207544,2.0377358490566033,1.5283018867924525,2.018867924528301,-0.018867924528301883,-0.13207547169811318,0.09433962264150941,1.0526315789473684
mmlu_clinical_knowledge,default,0.02,1,20,1.8679245283018857,1.8490566037735838,2.6415094339622636,2.6415094339622636,1.60377358490566,2.113207547169811,1.5849056603773581,2.113207547169811,-0.018867924528301883,-0.05660377358490565,0.0,1.0101010101010104
mmlu_clinical_knowledge,default,0.05,1,20,0.6603773584905659,0.5471698113207546,1.132075471698113,1.132075471698113,0.4528301886792452,0.8867924528301885,0.37735849056603765,0.7169811320754715,-0.1132075471698113,-0.2264150943396226,0.0,17.142857142857142
mmlu_clinical_knowledge,default,0.1,1,20,0.13207547169811318,0.018867924528301883,0.0377358490566043,0.0,0.0,0.37735849056603765,0.0,0.05660377358490565,-0.1132075471698113,-0.3396226415094339,0.0,85.71428571428571
mmlu_clinical_knowledge,dataset,0.01,1,20,1.2830188679245276,1.5471698113207544,2.264150943396226,2.30188679245283,1.0188679245283017,1.5471698113207544,1.1886792452830186,1.924528301886792,0.26415094339622636,0.05660377358490565,0.5094339622641508,-20.588235294117688
mmlu_clinical_knowledge,dataset,0.02,1,20,1.3584905660377353,1.490566037735849,2.264150943396226,2.30188679245283,1.0754716981132073,1.622641509433962,1.113207547169811,1.8867924528301883,0.13207547169811318,-0.07547169811320753,0.37735849056603765,-9.722222222222257
mmlu_clinical_knowledge,dataset,0.05,1,20,0.49056603773584884,0.4150943396226414,1.1698113207547172,1.132075471698113,0.26415094339622636,0.7735849056603772,0.2075471698113207,0.6792452830188678,-0.07547169811320753,-0.2264150943396226,0.0,15.384615384615365
mmlu_clinical_knowledge,dataset,0.1,1,20,0.018867924528301883,0.018867924528301883,0.0,0.0,0.0,0.05660377358490565,0.0,0.05660377358490565,0.0,0.0,0.0,0.0
mmlu_college_biology,default,0.01,1,20,1.493055555555555,1.6319444444444433,2.847222222222224,3.472222222222221,1.006944444444442,2.048611111111111,1.111111111111109,2.1875,0.1388888888888884,-0.10416666666666796,0.5208333333333331,-9.30232558139532
mmlu_college_biology,default,0.02,1,20,1.388888888888888,1.562499999999999,2.777777777777779,2.847222222222224,0.9722222222222204,1.8402777777777768,1.1111111111111094,2.0138888888888884,0.17361111111111105,0.0,0.5208333333333331,-12.499999999999995
mmlu_college_biology,default,0.05,1,20,1.562499999999999,1.562499999999999,3.472222222222221,3.472222222222221,1.1458333333333315,2.0138888888888875,1.1458333333333315,2.0138888888888875,0.0,0.0,0.0,0.0
mmlu_college_biology,default,0.1,1,20,0.0347222222222221,0.0347222222222221,0.0,0.0,0.0,0.1041666666666663,0.0,0.1041666666666663,0.0,0.0,0.0,0.0
mmlu_college_biology,dataset,0.01,1,20,0.6944444444444421,0.624999999999998,1.388888888888884,0.694444444444442,0.5208333333333315,0.8680555555555525,0.4861111111111094,0.7638888888888862,-0.0694444444444442,-0.1736111111111105,0.0,9.999999999999982
mmlu_college_biology,dataset,0.02,1,20,0.1041666666666663,0.1041666666666663,0.694444444444442,0.694444444444442,0.0,0.2083333333333326,0.0,0.2083333333333326,0.0,0.0,0.0,0.0
mmlu_college_biology,dataset,0.05,1,20,0.1041666666666663,0.1041666666666663,0.694444444444442,0.694444444444442,0.0,0.2083333333333326,0.0,0.2083333333333326,0.0,0.0,0.0,0.0
mmlu_college_biology,dataset,0.1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
mmlu_college_chemistry,default,0.01,1,20,9.15,8.349999999999998,19.999999999999996,19.999999999999996,6.399999999999997,12.149999999999997,5.649999999999999,11.299999999999997,-0.7999999999999999,-2.3999999999999995,0.0,8.743169398907131
mmlu_college_chemistry,default,0.02,1,20,9.15,8.349999999999998,19.999999999999996,19.999999999999996,6.399999999999997,12.149999999999997,5.649999999999999,11.299999999999997,-0.7999999999999999,-2.3999999999999995,0.0,8.743169398907131
mmlu_college_chemistry,default,0.05,1,20,6.299999999999996,6.049999999999995,14.099999999999998,14.099999999999998,4.349999999999996,8.599999999999996,4.149999999999996,8.349999999999996,-0.25000000000000017,-0.7500000000000006,0.0,3.968253968253985
mmlu_college_chemistry,default,0.1,1,20,2.3499999999999983,2.8999999999999977,4.099999999999994,5.099999999999994,1.5499999999999998,3.1499999999999977,1.9,4.049999999999996,0.5499999999999994,0.0,1.4499999999999986,-23.404255319148927
mmlu_college_chemistry,dataset,0.01,1,20,2.5999999999999988,2.7499999999999987,3.9999999999999925,3.9999999999999925,2.150000000000001,3.099999999999997,2.3000000000000003,3.199999999999998,0.14999999999999958,0.0,0.44999999999999873,-5.769230769230768
mmlu_college_chemistry,dataset,0.02,1,20,2.599999999999999,2.8499999999999988,3.9999999999999925,3.9999999999999925,2.1000000000000005,3.0999999999999988,2.4,3.299999999999998,0.24999999999999964,0.0,0.6499999999999989,-9.615384615384603
mmlu_college_chemistry,dataset,0.05,1,20,2.799999999999999,3.0499999999999985,4.099999999999994,4.099999999999994,2.2500000000000013,3.299999999999999,2.5999999999999996,3.4999999999999982,0.24999999999999964,0.0,0.6499999999999989,-8.928571428571416
mmlu_college_chemistry,dataset,0.1,1,20,2.2000000000000006,2.2000000000000006,3.100000000000003,3.100000000000003,1.8000000000000005,2.65,1.8000000000000005,2.65,0.0,0.0,0.0,0.0
mmlu_college_computer_science,default,0.01,1,20,4.6999999999999975,4.6999999999999975,6.900000000000008,6.900000000000008,2.949999999999997,7.099999999999997,2.949999999999997,7.099999999999997,0.0,0.0,0.0,0.0
mmlu_college_computer_science,default,0.02,1,20,4.6999999999999975,4.6999999999999975,6.900000000000008,6.900000000000008,2.949999999999997,7.099999999999997,2.949999999999997,7.099999999999997,0.0,0.0,0.0,0.0
mmlu_college_computer_science,default,0.05,1,20,3.699999999999998,3.799999999999997,5.199999999999996,5.199999999999996,2.6,5.199999999999998,2.6999999999999997,5.299999999999997,0.09999999999999953,0.0,0.24999999999999856,-2.7027027027026826
mmlu_college_computer_science,default,0.1,1,20,2.599999999999999,2.599999999999999,3.9999999999999925,3.9999999999999925,2.1499999999999995,3.0999999999999988,2.1499999999999995,3.0999999999999988,0.0,0.0,0.0,0.0
mmlu_college_computer_science,dataset,0.01,1,20,5.699999999999994,5.349999999999996,13.100000000000001,6.800000000000007,3.9999999999999973,7.749999999999997,3.8499999999999974,7.2499999999999964,-0.35000000000000037,-1.200000000000001,0.15000000000000005,6.140350877192952
mmlu_college_computer_science,dataset,0.02,1,20,1.0500000000000007,0.7500000000000006,2.0000000000000018,1.1000000000000023,0.7000000000000006,1.4000000000000012,0.5000000000000004,1.0000000000000009,-0.30000000000000027,-0.7000000000000006,0.0,28.571428571428566
mmlu_college_computer_science,dataset,0.05,1,20,0.8000000000000007,0.8000000000000007,2.0000000000000018,2.0000000000000018,0.5000000000000004,1.100000000000001,0.5000000000000004,1.100000000000001,0.0,0.0,0.0,0.0
mmlu_college_computer_science,dataset,0.1,1,20,0.40000000000000036,0.40000000000000036,1.0000000000000009,1.0000000000000009,0.20000000000000018,0.6000000000000005,0.20000000000000018,0.6000000000000005,0.0,0.0,0.0,0.0
mmlu_college_mathematics,default,0.01,1,20,11.7,11.099999999999998,22.099999999999998,22.099999999999998,8.249999999999996,15.299999999999997,7.6999999999999975,14.649999999999999,-0.6,-1.7999999999999998,0.0,5.128205128205141
mmlu_college_mathematics,default,0.02,1,20,11.7,11.099999999999998,22.099999999999998,22.099999999999998,8.249999999999996,15.299999999999997,7.6999999999999975,14.649999999999999,-0.6,-1.7999999999999998,0.0,5.128205128205141
mmlu_college_mathematics,default,0.05,1,20,5.949999999999996,5.749999999999997,7.099999999999996,7.099999999999996,4.649999999999995,7.949999999999996,4.349999999999996,7.849999999999994,-0.1999999999999996,-0.5999999999999988,0.0,3.3613445378151017
mmlu_college_mathematics,default,0.1,1,20,3.2999999999999963,3.199999999999997,5.099999999999994,5.099999999999994,2.499999999999999,4.099999999999996,2.449999999999999,3.9999999999999956,-0.0999999999999995,-0.29999999999999855,0.0,3.0303030303030094
mmlu_college_mathematics,dataset,0.01,1,20,5.299999999999995,5.399999999999996,7.299999999999999,7.299999999999999,3.5499999999999963,7.549999999999995,3.6999999999999966,7.55124999999998,0.10000000000000002,-2.1,2.2,-1.8867924528302005
mmlu_college_mathematics,dataset,0.02,1,20,4.149999999999997,4.1999999999999975,7.099999999999996,7.099999999999996,2.95,5.349999999999996,2.999999999999999,5.399999999999996,0.050000000000000024,0.0,0.15000000000000005,-1.2048192771084518
mmlu_college_mathematics,dataset,0.05,1,20,4.099999999999997,4.099999999999997,7.099999999999996,7.099999999999996,3.0499999999999985,5.149999999999997,3.0499999999999985,5.149999999999997,0.0,0.0,0.0,0.0
mmlu_college_mathematics,dataset,0.1,1,20,1.1500000000000008,1.1500000000000008,2.100000000000003,2.100000000000003,0.7500000000000007,1.6000000000000014,0.7500000000000007,1.6000000000000014,0.0,0.0,0.0,0.0
mmlu_college_medicine,default,0.01,1,20,4.393063583815033,4.075144508670524,6.994219653179199,5.838150289017349,3.034682080924859,6.213872832369946,2.8034682080924886,5.895953757225437,-0.3179190751445088,-0.867052023121388,0.0,7.236842105263161
mmlu_college_medicine,default,0.02,1,20,5.057803468208096,5.057803468208096,10.057803468208096,10.057803468208096,3.4104046242774606,7.052023121387287,3.4104046242774606,7.052023121387287,0.0,0.0,0.0,0.0
mmlu_college_medicine,default,0.05,1,20,2.109826589595378,2.0809248554913315,2.8901734104046284,3.005780346820815,1.6473988439306373,2.543352601156072,1.5317919075144526,2.601156069364165,-0.02890173410404593,-0.34682080924855474,0.26011560693641694,1.3698630136986307
mmlu_college_medicine,default,0.1,1,20,0.4335260115606948,0.4335260115606948,1.7341040462427793,1.7341040462427793,0.17341040462427793,0.7803468208092507,0.17341040462427793,0.7803468208092507,0.0,0.0,0.0,0.0
mmlu_college_medicine,dataset,0.01,1,20,2.5433526011560703,2.572254335260117,3.6416184971098278,3.6416184971098278,1.9942196531791914,3.1213872832369955,1.9942196531791923,3.179190751445089,0.028901734104046506,0.0,0.08670520231213952,-1.1363636363636551
mmlu_college_medicine,dataset,0.02,1,20,2.5433526011560703,2.572254335260117,3.6416184971098278,3.6416184971098278,1.9942196531791914,3.1213872832369955,1.9942196531791923,3.179190751445089,0.028901734104046506,0.0,0.08670520231213952,-1.1363636363636551
mmlu_college_medicine,dataset,0.05,1,20,2.2832369942196555,2.1676300578034704,3.5260115606936413,3.5260115606936413,1.6763005780346836,2.9768786127167663,1.6473988439306386,2.6589595375722563,-0.11560693641618491,-0.43352601156069426,0.08670520231213952,5.063291139240508
mmlu_college_medicine,dataset,0.1,1,20,0.34682080924855585,0.34682080924855585,1.7341040462427793,1.7341040462427793,0.08670520231213896,0.6936416184971117,0.08670520231213896,0.6936416184971117,0.0,0.0,0.0,0.0
mmlu_college_physics,default,0.01,1,20,6.568627450980387,6.4705882352941115,18.72549019607843,18.72549019607843,3.5281862745097987,9.901960784313719,3.3811274509803875,9.852941176470583,-0.09803921568627416,-0.2941176470588225,0.0,1.4925373134328452
mmlu_college_physics,default,0.02,1,20,6.568627450980387,6.4705882352941115,18.72549019607843,18.72549019607843,3.5281862745097987,9.901960784313719,3.3811274509803875,9.852941176470583,-0.09803921568627416,-0.2941176470588225,0.0,1.4925373134328452
mmlu_college_physics,default,0.05,1,20,2.0098039215686216,2.0098039215686216,3.9215686274509776,3.9215686274509776,1.4215686274509758,2.6960784313725417,1.4215686274509758,2.6960784313725417,0.0,0.0,0.0,0.0
mmlu_college_physics,default,0.1,1,20,1.3725490196078394,1.4215686274509765,3.0392156862745017,3.0392156862745017,0.8823529411764675,1.9117647058823484,0.9313725490196051,1.9607843137254855,0.04901960784313708,0.0,0.14705882352941124,-3.5714285714285685
mmlu_college_physics,dataset,0.01,1,20,1.421568627450977,1.7647058823529371,3.9215686274509776,3.9215686274509776,0.8823529411764675,2.009803921568624,1.1274509803921533,2.4019607843137205,0.3431372549019601,-0.04901960784313708,0.784313725490195,-24.137931034482776
mmlu_college_physics,dataset,0.02,1,20,1.7647058823529371,1.7647058823529367,3.9215686274509776,3.9215686274509776,1.1274509803921533,2.4019607843137205,1.17647058823529,2.352941176470583,-5.551115123125783e-16,-0.4411764705882354,0.4411764705882337,2.516505522483694e-14
mmlu_college_physics,dataset,0.05,1,20,1.7647058823529371,1.5196078431372506,3.9215686274509776,3.0392156862745017,1.1274509803921533,2.450980392156857,0.9803921568627422,2.0588235294117596,-0.24509803921568646,-0.6372549019607848,0.0,13.888888888888934
mmlu_college_physics,dataset,0.1,1,20,0.19607843137254832,0.19607843137254832,0.9803921568627416,0.9803921568627416,0.04901960784313708,0.39215686274509665,0.04901960784313708,0.39215686274509665,0.0,0.0,0.0,0.0
mmlu_computer_security,default,0.01,1,20,4.549999999999992,4.549999999999992,6.099999999999996,6.099999999999996,3.8499999999999925,5.349999999999994,3.8499999999999925,5.349999999999994,0.0,0.0,0.0,0.0
mmlu_computer_security,default,0.02,1,20,3.999999999999993,3.999999999999993,5.999999999999995,5.999999999999995,3.4499999999999944,4.499999999999995,3.4499999999999944,4.499999999999995,0.0,0.0,0.0,0.0
mmlu_computer_security,default,0.05,1,20,4.049999999999994,4.0999999999999925,6.099999999999996,6.099999999999996,3.349999999999994,4.7999999999999945,3.4487499999999938,4.7999999999999945,0.04999999999999945,-0.15000000000000027,0.2999999999999986,-1.2345679012345436
mmlu_computer_security,default,0.1,1,20,3.6999999999999935,3.7999999999999936,5.099999999999994,5.099999999999994,2.999999999999995,4.399999999999995,3.099999999999995,4.499999999999995,0.10000000000000006,0.0,0.3000000000000002,-2.7027027027027097
mmlu_computer_security,dataset,0.01,1,20,4.699999999999995,4.699999999999994,8.099999999999998,8.099999999999998,3.6999999999999966,5.7499999999999964,3.7499999999999956,5.749999999999995,-5.10702591327572e-16,-0.15,0.14999999999999847,1.889741318510907e-14
mmlu_computer_security,dataset,0.02,1,20,4.499999999999995,4.349999999999995,8.099999999999998,8.099999999999998,3.549999999999995,5.599999999999994,3.3999999999999955,5.449999999999996,-0.14999999999999952,-0.3999999999999986,0.0,3.3333333333333255
mmlu_computer_security,dataset,0.05,1,20,4.0499999999999945,3.2999999999999963,7.099999999999996,5.099999999999994,3.199999999999995,4.999999999999995,2.4999999999999964,4.199999999999994,-0.749999999999999,-1.6999999999999982,-0.14999999999999952,18.5185185185185
mmlu_computer_security,dataset,0.1,1,20,2.4999999999999973,2.3499999999999974,4.099999999999994,3.9999999999999925,1.6999999999999993,3.349999999999995,1.6499999999999995,2.9999999999999973,-0.1500000000000001,-0.4500000000000003,0.0,6.000000000000003
mmlu_conceptual_physics,default,0.01,1,20,1.4680851063829807,1.4680851063829807,2.553191489361706,2.553191489361706,1.1702127659574484,1.787234042553194,1.1702127659574484,1.787234042553194,0.0,0.0,0.0,0.0
mmlu_conceptual_physics,default,0.02,1,20,1.5319148936170233,1.5319148936170233,2.9787234042553234,2.9787234042553234,1.1063829787234059,2.0000000000000018,1.1063829787234059,2.0000000000000018,0.0,0.0,0.0,0.0
mmlu_conceptual_physics,default,0.05,1,20,0.3404255319148942,0.23404255319148967,0.46808510638298,0.42553191489361764,0.17021276595744705,0.5744680851063838,0.1276595744680853,0.3404255319148941,-0.10638297872340441,-0.3191489361702132,0.0,31.250000000000032
mmlu_conceptual_physics,default,0.1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
mmlu_conceptual_physics,dataset,0.01,1,20,1.6170212765957466,1.6170212765957466,2.553191489361706,2.553191489361706,1.276595744680853,2.000000000000002,1.276595744680853,2.000000000000002,0.0,0.0,0.0,0.0
mmlu_conceptual_physics,dataset,0.02,1,20,1.6170212765957466,1.6170212765957466,2.553191489361706,2.553191489361706,1.276595744680853,2.000000000000002,1.276595744680853,2.000000000000002,0.0,0.0,0.0,0.0
mmlu_conceptual_physics,dataset,0.05,1,20,0.4468085106382985,0.361702127659575,0.8936170212765976,0.8510638297872353,0.2553191489361706,0.6595744680851073,0.19148936170212794,0.5531914893617029,-0.08510638297872353,-0.2340425531914897,0.0,19.047619047619047
mmlu_conceptual_physics,dataset,0.1,1,20,0.042553191489361764,0.042553191489361764,0.04255319148936237,0.04255319148936237,0.0,0.10638297872340441,0.0,0.10638297872340441,0.0,0.0,0.0,0.0
mmlu_econometrics,default,0.01,1,20,3.333333333333331,2.456140350877191,4.473684210526319,3.596491228070177,2.1491228070175414,5.175438596491227,2.01644736842105,2.938596491228069,-0.8771929824561397,-2.587719298245614,0.13157894736842202,26.31578947368422
mmlu_econometrics,default,0.02,1,20,3.333333333333331,2.456140350877191,4.473684210526319,3.596491228070177,2.1491228070175414,5.175438596491227,2.01644736842105,2.938596491228069,-0.8771929824561397,-2.587719298245614,0.13157894736842202,26.31578947368422
mmlu_econometrics,default,0.05,1,20,2.9385964912280675,2.149122807017542,3.508771929824561,3.508771929824561,1.7543859649122782,4.868421052631575,1.6228070175438587,2.6754385964912264,-0.789473684210526,-2.4561403508771917,0.1754385964912275,26.86567164179105
mmlu_econometrics,default,0.1,1,20,1.052631578947368,1.052631578947368,1.8421052631578907,1.8421052631578907,0.7017543859649128,1.4035087719298234,0.7017543859649128,1.4035087719298234,0.0,0.0,0.0,0.0
mmlu_econometrics,dataset,0.01,1,20,2.6315789473684177,2.807017543859646,4.385964912280704,4.385964912280704,2.1929824561403466,3.1578947368421026,2.368421052631575,3.2894736842105243,0.17543859649122806,0.0,0.43859649122807043,-6.6666666666666785
mmlu_econometrics,dataset,0.02,1,20,0.3070175438596495,0.21929824561403577,0.8771929824561431,0.8771929824561431,0.1315789473684209,0.5263157894736853,0.08771929824561431,0.3947368421052644,-0.08771929824561375,-0.26315789473684126,0.0,28.571428571428445
mmlu_econometrics,dataset,0.05,1,20,0.21929824561403577,0.21929824561403577,0.8771929824561431,0.8771929824561431,0.08771929824561431,0.3947368421052644,0.08771929824561431,0.3947368421052644,0.0,0.0,0.0,0.0
mmlu_econometrics,dataset,0.1,1,20,0.17543859649122806,0.0,0.0,0.0,0.0,0.5263157894736842,0.0,0.0,-0.17543859649122806,-0.5263157894736842,0.0,99.99999999999999
mmlu_electrical_engineering,default,0.01,1,20,4.000000000000002,3.310344827586209,13.931034482758628,5.103448275862081,2.1034482758620725,6.275862068965519,1.8275862068965554,5.31034482758621,-0.6896551724137928,-2.068965517241378,0.0,17.24137931034481
mmlu_electrical_engineering,default,0.02,1,20,4.137931034482762,3.448275862068969,13.931034482758628,5.103448275862081,2.1034482758620725,6.620689655172418,1.8275862068965554,5.689655172413797,-0.6896551724137928,-2.068965517241378,0.0,16.666666666666647
