prior_tag,method_key,method_label,family,parameter,n_runs,n_matrices,n_eligible,mean_final_regret,final_regret_mc_se,final_regret_ci95_low,final_regret_ci95_high,p90_final_regret,top1_accuracy,final_coverage,mean_selected_n,paired_n,paired_mean_final_delta,paired_mc_se,paired_ci95_low,paired_ci95_high
dataset,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,1,20,0.017777777777777802,0.0016514108770709474,0.014444444444444465,0.02074074074074077,0.022222222222222254,0.1,1.0,122.95,20,-0.0014814814814814836,0.0014902635193939793,-0.0044444444444444505,0.0
dataset,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,1,0,nan,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
dataset,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,1,20,0.01925925925925929,0.0024048180708308663,0.014805555555555577,0.023703703703703737,0.022962962962963008,0.1,1.0,119.25,20,0.0,0.0,0.0,0.0
dataset,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,1,20,0.01925925925925929,0.0024048180708308663,0.014805555555555577,0.023703703703703737,0.022962962962963008,0.1,1.0,121.95,20,0.0,0.0,0.0,0.0
dataset,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,1,20,0.017777777777777802,0.0016514108770709474,0.014444444444444465,0.02074074074074077,0.022222222222222254,0.1,1.0,122.95,20,-0.0014814814814814836,0.0014902635193939793,-0.0044444444444444505,0.0
dataset,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,1,20,0.018888888888888917,0.0018296927671024117,0.015185185185185208,0.022222222222222254,0.029629629629629672,0.1,1.0,125.95,20,-0.0003703703703703709,0.0017738503420863343,-0.0044444444444444505,0.0025925925925925964
dataset,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,1,20,0.017777777777777802,0.0016514108770709474,0.014444444444444465,0.02074074074074077,0.022222222222222254,0.1,1.0,122.95,20,-0.0014814814814814836,0.0014902635193939793,-0.0044444444444444505,0.0
dataset,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,1,20,0.018888888888888917,0.0018296927671024117,0.015185185185185208,0.022222222222222254,0.029629629629629672,0.1,1.0,125.95,20,-0.0003703703703703709,0.0017738503420863343,-0.0044444444444444505,0.0025925925925925964
dataset,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,1,20,0.018888888888888917,0.0018296927671024117,0.015185185185185208,0.022222222222222254,0.029629629629629672,0.1,1.0,125.95,20,-0.0003703703703703709,0.0017738503420863343,-0.0044444444444444505,0.0025925925925925964
dataset,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,1,20,0.018888888888888917,0.0018296927671024117,0.015185185185185208,0.022222222222222254,0.029629629629629672,0.1,1.0,125.95,20,-0.0003703703703703709,0.0017738503420863343,-0.0044444444444444505,0.0025925925925925964
dataset,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,1,20,0.018888888888888917,0.0018296927671024117,0.015185185185185208,0.022222222222222254,0.029629629629629672,0.1,1.0,125.95,20,-0.0003703703703703709,0.0017738503420863343,-0.0044444444444444505,0.0025925925925925964
dataset,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,1,20,0.018888888888888917,0.0018296927671024117,0.015185185185185208,0.022222222222222254,0.029629629629629672,0.1,1.0,125.95,20,-0.0003703703703703709,0.0017738503420863343,-0.0044444444444444505,0.0025925925925925964
dataset,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,1,20,0.018888888888888917,0.0018296927671024117,0.015185185185185208,0.022222222222222254,0.029629629629629672,0.1,1.0,125.95,20,-0.0003703703703703709,0.0017738503420863343,-0.0044444444444444505,0.0025925925925925964
dataset,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,1,20,0.01925925925925929,0.00181655079314666,0.015555555555555578,0.022592592592592626,0.029629629629629672,0.1,1.0,126.15,20,0.0,0.001808948911516642,-0.00407407407407408,0.002962962962962967
