prior_tag,method_key,method_label,family,parameter,n_runs,n_matrices,n_eligible,mean_final_regret,final_regret_mc_se,final_regret_ci95_low,final_regret_ci95_high,p90_final_regret,top1_accuracy,final_coverage,mean_selected_n,paired_n,paired_mean_final_delta,paired_mc_se,paired_ci95_low,paired_ci95_high
default,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,1,20,0.03799999999999994,0.0035389756071988305,0.030999999999999944,0.044512499999999934,0.05099999999999995,0.05,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
default,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,1,20,0.03799999999999994,0.0035389756071988305,0.030999999999999944,0.044512499999999934,0.05099999999999995,0.05,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
default,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,1,20,0.03799999999999994,0.0035389756071988305,0.030999999999999944,0.044512499999999934,0.05099999999999995,0.05,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
default,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,1,20,0.037499999999999936,0.003535438208104238,0.029999999999999954,0.044012499999999934,0.05099999999999995,0.05,1.0,55.6,20,0.0005000000000000004,0.0011287094333729062,-0.0015000000000000013,0.0030000000000000027
default,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,1,20,0.03799999999999994,0.0035389756071988305,0.030999999999999944,0.044512499999999934,0.05099999999999995,0.05,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
default,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,1,20,0.03799999999999994,0.0035389756071988305,0.030999999999999944,0.044512499999999934,0.05099999999999995,0.05,1.0,55.4,20,0.0010000000000000009,0.00098979325653931,0.0,0.0030000000000000027
default,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,1,20,0.03649999999999994,0.003631409938045843,0.028999999999999953,0.04349999999999994,0.05099999999999995,0.05,1.0,56.0,20,-0.0004999999999999949,0.0014788140149764894,-0.0034999999999999866,0.0025000000000000022
default,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,1,20,0.03599999999999994,0.0035826737992107967,0.02899999999999995,0.04299999999999994,0.05099999999999995,0.05,1.0,56.4,20,-0.0009999999999999953,0.0015418015929918307,-0.003999999999999992,0.0020000000000000074
dataset,posterior_mean,Current posterior mean,baseline,,20,1,20,0.024999999999999977,0.004060047781490747,0.016999999999999994,0.03299999999999995,0.04099999999999994,0.2,1.0,65.0,20,0.0,0.0,0.0,0.0
dataset,empirical_mean,Observed sample mean,baseline,,20,1,20,0.032999999999999974,0.005285244702145919,0.022499999999999985,0.04349999999999997,0.06099999999999996,0.15,1.0,52.2,20,0.007999999999999997,0.005074497046040151,-0.0015125000000000002,0.01849999999999998
dataset,variance_gate_0.5,Variance gate: v/v0 <= 0.5,variance_gate,0.5,20,1,20,0.024999999999999977,0.004060047781490747,0.016999999999999994,0.03299999999999995,0.04099999999999994,0.2,1.0,65.0,20,0.0,0.0,0.0,0.0
dataset,variance_gate_0.2,Variance gate: v/v0 <= 0.2,variance_gate,0.2,20,1,0,nan,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
dataset,variance_gate_0.1,Variance gate: v/v0 <= 0.1,variance_gate,0.1,20,1,0,nan,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
dataset,variance_gate_0.05,Variance gate: v/v0 <= 0.05,variance_gate,0.05,20,1,0,nan,nan,nan,nan,nan,nan,0.0,nan,0,nan,nan,nan,nan
dataset,mean_variance_1,Mean - 1 x variance,mean_variance,1.0,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,mean_variance_5,Mean - 5 x variance,mean_variance,5.0,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,mean_variance_10,Mean - 10 x variance,mean_variance,10.0,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,mean_variance_20,Mean - 20 x variance,mean_variance,20.0,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,gaussian_lcb_1,Gaussian lower bound: mean - 1 x SD,gaussian_lcb,1.0,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,gaussian_lcb_1.645,Gaussian lower bound: mean - 1.645 x SD,gaussian_lcb,1.645,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,gaussian_lcb_1.96,Gaussian lower bound: mean - 1.96 x SD,gaussian_lcb,1.96,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,gaussian_lcb_2.576,Gaussian lower bound: mean - 2.576 x SD,gaussian_lcb,2.576,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,finite_gaussian_lcb_1,Finite-row Gaussian bound: mean - 1 x SD,finite_gaussian_lcb,1.0,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,finite_gaussian_lcb_1.645,Finite-row Gaussian bound: mean - 1.645 x SD,finite_gaussian_lcb,1.645,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,finite_gaussian_lcb_1.96,Finite-row Gaussian bound: mean - 1.96 x SD,finite_gaussian_lcb,1.96,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
dataset,finite_population_lcb,Anytime finite-population lower bound (delta=0.05),confidence,0.05,20,1,20,0.023499999999999976,0.0034376511159795063,0.016499999999999994,0.02999999999999996,0.039999999999999925,0.2,1.0,65.6,20,-0.0015000000000000013,0.001507320724254055,-0.004500000000000004,0.0
